epoch,loss,roc_auc,pr_auc,f1_score,learning_rate,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0,156.0952891111374,0.7069441077617553,0.24622501502782923,0.2443653618030842,1.2365514759634187e-06,1727748471,,False,1,929b4867,2024-10-01_02-07-51,0.9523134231567383,0.9523134231567383,15984,53f2743d91cf,172.17.0.2,0.9523134231567383,1
1,155.6716033220291,0.7093775826422108,0.24793797827129951,0.247373161212849,1.2365514759634187e-06,1727748472,,False,2,929b4867,2024-10-01_02-07-52,0.2672135829925537,1.219527006149292,15984,53f2743d91cf,172.17.0.2,1.219527006149292,2
2,155.18028277158737,0.7118302445361469,0.2507356067533988,0.2503037667071689,1.2365514759634187e-06,1727748472,,False,3,929b4867,2024-10-01_02-07-52,0.25519466400146484,1.4747216701507568,15984,53f2743d91cf,172.17.0.2,1.4747216701507568,3
3,154.77597761154175,0.7138285017937518,0.25260222561723983,0.25502940266171464,1.2365514759634187e-06,1727748472,,False,4,929b4867,2024-10-01_02-07-52,0.2610907554626465,1.7358124256134033,15984,53f2743d91cf,172.17.0.2,1.7358124256134033,4
4,154.41959184408188,0.7159531125547649,0.2547149945437235,0.2583280955373979,1.2365514759634187e-06,1727748472,,False,5,929b4867,2024-10-01_02-07-52,0.25473546981811523,1.9905478954315186,15984,53f2743d91cf,172.17.0.2,1.9905478954315186,5
5,153.92052006721497,0.7177880462098161,0.25552274001326447,0.2675871137409599,1.2365514759634187e-06,1727748473,,False,6,929b4867,2024-10-01_02-07-53,0.29715394973754883,2.2877018451690674,15984,53f2743d91cf,172.17.0.2,2.2877018451690674,6
6,153.56326669454575,0.7193669970264809,0.25746913218964135,0.2776813606386671,3.949429116057062e-07,1727748473,,False,7,929b4867,2024-10-01_02-07-53,0.26706981658935547,2.554771661758423,15984,53f2743d91cf,172.17.0.2,2.554771661758423,7
7,153.24138575792313,0.7197970669140075,0.2580124552264489,0.2812720848056537,3.949429116057062e-07,1727748473,,False,8,929b4867,2024-10-01_02-07-53,0.3246653079986572,2.87943696975708,15984,53f2743d91cf,172.17.0.2,2.87943696975708,8
8,153.1313669681549,0.720202334076791,0.2583665125473044,0.2865391555395164,3.949429116057062e-07,1727748474,,False,9,929b4867,2024-10-01_02-07-54,0.25507545471191406,3.134512424468994,15984,53f2743d91cf,172.17.0.2,3.134512424468994,9
9,152.99963492155075,0.7205444244878706,0.2586258993322365,0.28718703976435933,3.949429116057062e-07,1727748474,,False,10,929b4867,2024-10-01_02-07-54,0.2953009605407715,3.4298133850097656,15984,53f2743d91cf,172.17.0.2,3.4298133850097656,10
10,152.8716127872467,0.7207929197112402,0.25868253464607355,0.2898876404494382,3.949429116057062e-07,1727748474,,False,11,929b4867,2024-10-01_02-07-54,0.25733494758605957,3.687148332595825,15984,53f2743d91cf,172.17.0.2,3.687148332595825,11
11,152.75741684436798,0.7211059956141296,0.2588114444796684,0.29632465543644715,3.949429116057062e-07,1727748474,,False,12,929b4867,2024-10-01_02-07-54,0.33549928665161133,4.0226476192474365,15984,53f2743d91cf,172.17.0.2,4.0226476192474365,12
12,152.62170070409775,0.7213895890328903,0.2592135214043415,0.3056768558951965,3.949429116057062e-07,1727748475,,False,13,929b4867,2024-10-01_02-07-55,0.27857112884521484,4.301218748092651,15984,53f2743d91cf,172.17.0.2,4.301218748092651,13
13,152.47323590517044,0.7216086017721314,0.25938790761396496,0.31457905544147846,1.2614105151268855e-07,1727748475,,False,14,929b4867,2024-10-01_02-07-55,0.28943967819213867,4.59065842628479,15984,53f2743d91cf,172.17.0.2,4.59065842628479,14
14,152.3951939344406,0.721661951029126,0.2594912783259846,0.31863560732113144,1.2614105151268855e-07,1727748475,,False,15,929b4867,2024-10-01_02-07-55,0.25837182998657227,4.849030256271362,15984,53f2743d91cf,172.17.0.2,4.849030256271362,15
15,152.29141980409622,0.7217153002861205,0.2595403871755915,0.3209772535804549,1.2614105151268855e-07,1727748476,,False,16,929b4867,2024-10-01_02-07-56,0.24264025688171387,5.091670513153076,15984,53f2743d91cf,172.17.0.2,5.091670513153076,16
16,152.3036140203476,0.7218313583188807,0.2596499618605058,0.3243933588761175,1.2614105151268855e-07,1727748476,,False,17,929b4867,2024-10-01_02-07-56,0.24822998046875,5.339900493621826,15984,53f2743d91cf,172.17.0.2,5.339900493621826,17
17,152.27511322498322,0.7218935991187077,0.2598840547134659,0.3247422680412371,1.2614105151268855e-07,1727748476,,False,18,929b4867,2024-10-01_02-07-56,0.2702658176422119,5.610166311264038,15984,53f2743d91cf,172.17.0.2,5.610166311264038,18
18,152.2204146385193,0.721990938113926,0.25985076611273894,0.32232841007819285,1.2614105151268855e-07,1727748476,,False,19,929b4867,2024-10-01_02-07-56,0.28763604164123535,5.897802352905273,15984,53f2743d91cf,172.17.0.2,5.897802352905273,19
19,152.1781743168831,0.7220082532236523,0.2598836122239541,0.32456140350877194,1.2614105151268855e-07,1727748477,,False,20,929b4867,2024-10-01_02-07-57,0.2628779411315918,6.160680294036865,15984,53f2743d91cf,172.17.0.2,6.160680294036865,20
